# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.440000000000000000e+02 2.669863214827650154e+03 9.813932297591283316e+01 0.000000000000000000e+00 9.813932297591283316e+01 0.000000000000000000e+00 1.699082118493207361e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.688691431129337284e-02
3.450000000000000000e+02 2.642402046569279264e+03 9.688971850856196966e+01 0.000000000000000000e+00 9.688971850856196966e+01 0.000000000000000000e+00 1.715214018719896671e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.701252847910715266e-02
3.460000000000000000e+02 2.615266164904548077e+03 9.560941257839513696e+01 0.000000000000000000e+00 9.560941257839513696e+01 0.000000000000000000e+00 1.731145929299928810e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.713783342335606058e-02
3.470000000000000000e+02 2.588455571489019349e+03 9.429915038947611094e+01 0.000000000000000000e+00 9.429915038947611094e+01 0.000000000000000000e+00 1.746877992484734676e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.726284571062746243e-02
3.480000000000000000e+02 2.561977702241244060e+03 9.295893400905650594e+01 0.000000000000000000e+00 9.295893400905650594e+01 0.000000000000000000e+00 1.762388067025548111e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.738758192158217475e-02
3.490000000000000000e+02 2.535847425291103264e+03 9.159099369783376687e+01 0.000000000000000000e+00 9.159099369783376687e+01 0.000000000000000000e+00 1.777691155025535963e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.751205869598621401e-02
3.500000000000000000e+02 2.510064753725313949e+03 9.019458805478255670e+01 0.000000000000000000e+00 9.019458805478255670e+01 0.000000000000000000e+00 1.792772546853638715e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.763629278507650555e-02
3.510000000000000000e+02 2.484644556716042189e+03 8.877120385244286638e+01 0.000000000000000000e+00 8.877120385244286638e+01 0.000000000000000000e+00 1.807632391324817789e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.776030110902641596e-02
3.520000000000000000e+02 2.459594258475157858e+03 8.732158410149988015e+01 0.000000000000000000e+00 8.732158410149988015e+01 0.000000000000000000e+00 1.822263415082141691e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.788410081699285226e-02
3.530000000000000000e+02 2.434913794882158982e+03 8.584572628449134868e+01 0.000000000000000000e+00 8.584572628449134868e+01 0.000000000000000000e+00 1.836658364074919092e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.800770934724968103e-02
3.540000000000000000e+02 2.410610509437500241e+03 8.434585544537652879e+01 0.000000000000000000e+00 8.434585544537652879e+01 0.000000000000000000e+00 1.850817418965527494e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.813114448477645385e-02
3.550000000000000000e+02 2.386699165295451621e+03 8.282122492335901143e+01 0.000000000000000000e+00 8.282122492335901143e+01 0.000000000000000000e+00 1.864725905821079621e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.825442441382199965e-02
3.560000000000000000e+02 2.363172230481812676e+03 8.127257335758551449e+01 0.000000000000000000e+00 8.127257335758551449e+01 0.000000000000000000e+00 1.878384009592728177e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.837756776320223190e-02
3.570000000000000000e+02 2.340037018643716237e+03 7.970063901317908517e+01 0.000000000000000000e+00 7.970063901317908517e+01 0.000000000000000000e+00 1.891784489129330993e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.850059364214659940e-02
3.580000000000000000e+02 2.317300831767683576e+03 7.810615977898808637e+01 0.000000000000000000e+00 7.810615977898808637e+01 0.000000000000000000e+00 1.904920105573921418e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.862352166511310442e-02
3.590000000000000000e+02 2.294963531692767901e+03 7.648913033205546697e+01 0.000000000000000000e+00 7.648913033205546697e+01 0.000000000000000000e+00 1.917776194037628557e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.874637196415071927e-02
3.600000000000000000e+02 2.273024968777660433e+03 7.485103064395897832e+01 0.000000000000000000e+00 7.485103064395897832e+01 0.000000000000000000e+00 1.930352948649231948e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.886916518799538034e-02
3.610000000000000000e+02 2.251492411013306082e+03 7.319081467468123492e+01 0.000000000000000000e+00 7.319081467468123492e+01 0.000000000000000000e+00 1.942643137475204895e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.899192248747013201e-02
3.620000000000000000e+02 2.230365688506035440e+03 7.151033307294856911e+01 0.000000000000000000e+00 7.151033307294856911e+01 0.000000000000000000e+00 1.954639530810875314e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.911466548725551357e-02
3.630000000000000000e+02 2.209659480093554066e+03 6.981017330625587647e+01 0.000000000000000000e+00 6.981017330625587647e+01 0.000000000000000000e+00 1.966334901090394638e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.923741624467556866e-02
3.640000000000000000e+02 2.189358745136617017e+03 6.809099677138981122e+01 0.000000000000000000e+00 6.809099677138981122e+01 0.000000000000000000e+00 1.977729451115871484e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.936019719646911136e-02
3.650000000000000000e+02 2.169485580826699334e+03 6.635361308648285217e+01 0.000000000000000000e+00 6.635361308648285217e+01 0.000000000000000000e+00 1.988815957205405383e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.948303109505425096e-02
3.660000000000000000e+02 2.150032369376020142e+03 6.459883153335447048e+01 0.000000000000000000e+00 6.459883153335447048e+01 0.000000000000000000e+00 1.999587197363167235e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.960594093615012884e-02
3.670000000000000000e+02 2.131006350565884986e+03 6.282731250033929626e+01 0.000000000000000000e+00 6.282731250033929626e+01 0.000000000000000000e+00 2.010043379423281351e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.972894987986381327e-02
3.680000000000000000e+02 2.112407339161123218e+03 6.103993890979228354e+01 0.000000000000000000e+00 6.103993890979228354e+01 0.000000000000000000e+00 2.020169855769812983e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.985208116769341918e-02
3.690000000000000000e+02 2.094235155656842835e+03 5.923744481039302912e+01 0.000000000000000000e+00 5.923744481039302912e+01 0.000000000000000000e+00 2.029981693190115521e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.997535803794221437e-02
3.700000000000000000e+02 2.076504485222121730e+03 5.742048966995626813e+01 0.000000000000000000e+00 5.742048966995626813e+01 0.000000000000000000e+00 2.039449389109880784e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.009880364230345579e-02
3.710000000000000000e+02 2.059200309609217129e+03 5.558995551792308731e+01 0.000000000000000000e+00 5.558995551792308731e+01 0.000000000000000000e+00 2.048595439874798885e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.022244096519100864e-02
3.720000000000000000e+02 2.042337335662970418e+03 5.374650125170733617e+01 0.000000000000000000e+00 5.374650125170733617e+01 0.000000000000000000e+00 2.057390343571450231e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.034629275069916143e-02
3.730000000000000000e+02 2.025907998213294150e+03 5.189093406019290455e+01 0.000000000000000000e+00 5.189093406019290455e+01 0.000000000000000000e+00 2.065849168306778694e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.047038143611130651e-02
3.740000000000000000e+02 2.009919602760736097e+03 5.002406086112548422e+01 0.000000000000000000e+00 5.002406086112548422e+01 0.000000000000000000e+00 2.073964696789142792e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.059472909630413434e-02
3.750000000000000000e+02 1.994364612567973609e+03 4.814646545325548033e+01 0.000000000000000000e+00 4.814646545325548033e+01 0.000000000000000000e+00 2.081729711124838644e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.071935739963549600e-02
3.760000000000000000e+02 1.979250362095594028e+03 4.625902850166085756e+01 0.000000000000000000e+00 4.625902850166085756e+01 0.000000000000000000e+00 2.089136992581274654e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.084428757658336434e-02
3.770000000000000000e+02 1.964584203575948777e+03 4.436240812382097687e+01 0.000000000000000000e+00 4.436240812382097687e+01 0.000000000000000000e+00 2.096186722033829852e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.096954040178516637e-02
3.780000000000000000e+02 1.950351232190206247e+03 4.245733873570094374e+01 0.000000000000000000e+00 4.245733873570094374e+01 0.000000000000000000e+00 2.102871540010766438e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.109513618967251120e-02
3.790000000000000000e+02 1.936566272161988081e+03 4.054462933208119324e+01 0.000000000000000000e+00 4.054462933208119324e+01 0.000000000000000000e+00 2.109184057947788915e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.122109480337167453e-02
3.800000000000000000e+02 1.923229301332493606e+03 3.862501434162486902e+01 0.000000000000000000e+00 3.862501434162486902e+01 0.000000000000000000e+00 2.115124314096493663e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.134743567609527881e-02
3.810000000000000000e+02 1.910332877586574568e+03 3.669915361924915231e+01 0.000000000000000000e+00 3.669915361924915231e+01 0.000000000000000000e+00 2.120692345075715224e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.147417784376577349e-02
3.820000000000000000e+02 1.897884421753788047e+03 3.476785528791296542e+01 0.000000000000000000e+00 3.476785528791296542e+01 0.000000000000000000e+00 2.125865900754328308e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.160133998723410109e-02
3.830000000000000000e+02 1.885883930262495596e+03 3.283192716212212048e+01 0.000000000000000000e+00 3.283192716212212048e+01 0.000000000000000000e+00 2.130667299368099066e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.172894048212438117e-02
3.840000000000000000e+02 1.874323972784596208e+03 3.089225102152881064e+01 0.000000000000000000e+00 3.089225102152881064e+01 0.000000000000000000e+00 2.135081715660743384e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.185699745402098049e-02
3.850000000000000000e+02 1.863204546608188821e+03 2.894955975048978303e+01 0.000000000000000000e+00 2.894955975048978303e+01 0.000000000000000000e+00 2.139109179355861201e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.198552883656497120e-02
3.860000000000000000e+02 1.852533074423698963e+03 2.700480874600814118e+01 0.000000000000000000e+00 2.700480874600814118e+01 0.000000000000000000e+00 2.142757146849587713e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.211455242990950337e-02
3.870000000000000000e+02 1.842309545605884750e+03 2.505873020790646422e+01 0.000000000000000000e+00 2.505873020790646422e+01 0.000000000000000000e+00 2.146018216221015962e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.224408595697935753e-02
3.880000000000000000e+02 1.832519086117720462e+03 2.311220454867015661e+01 0.000000000000000000e+00 2.311220454867015661e+01 0.000000000000000000e+00 2.148899840707601427e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.237414711506025389e-02
3.890000000000000000e+02 1.823169098852799607e+03 2.116603753677265942e+01 0.000000000000000000e+00 2.116603753677265942e+01 0.000000000000000000e+00 2.151394615386280762e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.250475362042670235e-02
3.900000000000000000e+02 1.814259549215632433e+03 1.922103457583664721e+01 0.000000000000000000e+00 1.922103457583664721e+01 0.000000000000000000e+00 2.153502562308229784e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.263592324393978422e-02
3.910000000000000000e+02 1.805790392882265905e+03 1.727800070239635843e+01 0.000000000000000000e+00 1.727800070239635843e+01 0.000000000000000000e+00 2.155223702228581928e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.276767383596815492e-02
3.920000000000000000e+02 1.797746718962537216e+03 1.533774058598637424e+01 0.000000000000000000e+00 1.533774058598637424e+01 0.000000000000000000e+00 2.156550626326244213e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.290002333921637961e-02
3.930000000000000000e+02 1.790143320423582281e+03 1.340098424821469436e+01 0.000000000000000000e+00 1.340098424821469436e+01 0.000000000000000000e+00 2.157490781309192585e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.303298978866588326e-02
3.940000000000000000e+02 1.782965268059213486e+03 1.146846135142037149e+01 0.000000000000000000e+00 1.146846135142037149e+01 0.000000000000000000e+00 2.158036756047299320e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.316659129818765928e-02
3.950000000000000000e+02 1.776212481785950558e+03 9.541049773434906456e+00 0.000000000000000000e+00 9.541049773434906456e+00 0.000000000000000000e+00 2.158181138281375411e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.330084603387172187e-02
3.960000000000000000e+02 1.769884875518562467e+03 7.619471055529698944e+00 0.000000000000000000e+00 7.619471055529698944e+00 0.000000000000000000e+00 2.157938799653295092e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.343577217470529633e-02
3.970000000000000000e+02 1.763974930721824876e+03 5.704513265661915966e+00 0.000000000000000000e+00 5.704513265661915966e+00 0.000000000000000000e+00 2.157294897201488837e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.357138786154599736e-02
3.980000000000000000e+02 1.758489983621814190e+03 3.796912159851937307e+00 0.000000000000000000e+00 3.796912159851937307e+00 0.000000000000000000e+00 2.156256871725774360e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.370771113590017631e-02
3.990000000000000000e+02 1.753422514147109268e+03 1.897440339361975870e+00 0.000000000000000000e+00 1.897440339361975870e+00 0.000000000000000000e+00 2.154817305914030356e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.384475987025626686e-02
4.000000000000000000e+02 1.748772433419903791e+03 6.850813901225136920e-03 0.000000000000000000e+00 6.850813901225136920e-03 0.000000000000000000e+00 2.152991065936303983e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.398255169218782956e-02
4.010000000000000000e+02 1.744539657857117163e+03 -1.874108121662428239e+00 0.000000000000000000e+00 -1.874108121662428239e+00 0.000000000000000000e+00 2.150763302801987820e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.412110390453007069e-02
4.020000000000000000e+02 1.740716684855922040e+03 -3.744670269581400479e+00 0.000000000000000000e+00 -3.744670269581400479e+00 0.000000000000000000e+00 2.148141466939163280e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.426043340411305038e-02
4.030000000000000000e+02 1.737303456690552821e+03 -5.604095142708084509e+00 0.000000000000000000e+00 -5.604095142708084509e+00 0.000000000000000000e+00 2.145133071943653391e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.440055660167363527e-02
4.040000000000000000e+02 1.734299929152001823e+03 -7.451594594400607896e+00 0.000000000000000000e+00 -7.451594594400607896e+00 0.000000000000000000e+00 2.141730788551531006e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.454148934542732224e-02
4.050000000000000000e+02 1.731691214848581467e+03 -9.286425220347046761e+00 0.000000000000000000e+00 -9.286425220347046761e+00 0.000000000000000000e+00 2.137934713043975421e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.468324685069270663e-02
4.060000000000000000e+02 1.729477297899004043e+03 -1.110791062286222086e+01 0.000000000000000000e+00 -1.110791062286222086e+01 0.000000000000000000e+00 2.133759795287809524e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.482584363778315678e-02
4.070000000000000000e+02 1.727658178108235461e+03 -1.291517397055512362e+01 0.000000000000000000e+00 -1.291517397055512362e+01 0.000000000000000000e+00 2.129198696666228230e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.496929348001174609e-02
4.080000000000000000e+02 1.726226443047173234e+03 -1.470748711242917395e+01 0.000000000000000000e+00 -1.470748711242917395e+01 0.000000000000000000e+00 2.124244074809415395e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.511360936338100480e-02
4.090000000000000000e+02 1.725167268021593372e+03 -1.648412199416245372e+01 0.000000000000000000e+00 -1.648412199416245372e+01 0.000000000000000000e+00 2.118918296679579072e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.525880345904765428e-02
4.100000000000000000e+02 1.724495557333491888e+03 -1.824427635976639195e+01 0.000000000000000000e+00 -1.824427635976639195e+01 0.000000000000000000e+00 2.113214011463355746e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.540488710922235827e-02
4.110000000000000000e+02 1.724181659848556819e+03 -1.998744515630320961e+01 0.000000000000000000e+00 -1.998744515630320961e+01 0.000000000000000000e+00 2.107131292033727732e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.555187082673095578e-02
4.120000000000000000e+02 1.724240507863671155e+03 -2.171282625521660847e+01 0.000000000000000000e+00 -2.171282625521660847e+01 0.000000000000000000e+00 2.100677634682427097e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.569976430787118377e-02
4.130000000000000000e+02 1.724664760263009157e+03 -2.341991471188217488e+01 0.000000000000000000e+00 -2.341991471188217488e+01 0.000000000000000000e+00 2.093853102178401215e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.584857645788779218e-02
4.140000000000000000e+02 1.725447085583156650e+03 -2.510798277476607154e+01 0.000000000000000000e+00 -2.510798277476607154e+01 0.000000000000000000e+00 2.086665180257925911e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.599831542777580579e-02
4.150000000000000000e+02 1.726572731456050178e+03 -2.677645129865972251e+01 0.000000000000000000e+00 -2.677645129865972251e+01 0.000000000000000000e+00 2.079121349097816918e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.614898866083862183e-02
4.160000000000000000e+02 1.728056664012990268e+03 -2.842474117528124111e+01 0.000000000000000000e+00 -2.842474117528124111e+01 0.000000000000000000e+00 2.071214226474481279e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.630060294705639484e-02
4.170000000000000000e+02 1.729876710330518790e+03 -3.005205048204140894e+01 0.000000000000000000e+00 -3.005205048204140894e+01 0.000000000000000000e+00 2.062958709412012226e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.645316448304069590e-02
4.180000000000000000e+02 1.732040411213875814e+03 -3.165787446723588516e+01 0.000000000000000000e+00 -3.165787446723588516e+01 0.000000000000000000e+00 2.054354832365245542e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.660667893516427102e-02
4.190000000000000000e+02 1.734533020495981646e+03 -3.324148556729921467e+01 0.000000000000000000e+00 -3.324148556729921467e+01 0.000000000000000000e+00 2.045402623891136429e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.676115150336604409e-02
4.200000000000000000e+02 1.737362073091232105e+03 -3.480230482685139037e+01 0.000000000000000000e+00 -3.480230482685139037e+01 0.000000000000000000e+00 2.036102106654311683e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.691658698309340153e-02
4.210000000000000000e+02 1.740512813122534908e+03 -3.633967905113502894e+01 0.000000000000000000e+00 -3.633967905113502894e+01 0.000000000000000000e+00 2.026468154164950164e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.707298982299701340e-02
4.220000000000000000e+02 1.743977905891654018e+03 -3.785288080901099761e+01 0.000000000000000000e+00 -3.785288080901099761e+01 0.000000000000000000e+00 2.016493349093078535e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.723036417600535303e-02
4.230000000000000000e+02 1.747764865191768422e+03 -3.934133128615700059e+01 0.000000000000000000e+00 -3.934133128615700059e+01 0.000000000000000000e+00 2.006177696758857820e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.738871394189220210e-02
4.240000000000000000e+02 1.751858910949323217e+03 -4.080445172010801258e+01 0.000000000000000000e+00 -4.080445172010801258e+01 0.000000000000000000e+00 1.995536053590889836e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.754804279950975571e-02
4.250000000000000000e+02 1.756252682471051003e+03 -4.224166340134007669e+01 0.000000000000000000e+00 -4.224166340134007669e+01 0.000000000000000000e+00 1.984568413846638535e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.770835422746810134e-02
4.260000000000000000e+02 1.760946238748561882e+03 -4.365268480711980459e+01 0.000000000000000000e+00 -4.365268480711980459e+01 0.000000000000000000e+00 1.973282194792309596e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.786965151230031940e-02
4.270000000000000000e+02 1.765917336047258459e+03 -4.503701144433576786e+01 0.000000000000000000e+00 -4.503701144433576786e+01 0.000000000000000000e+00 1.961692246996156541e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.803193774375320163e-02
4.280000000000000000e+02 1.771180826594058090e+03 -4.639421246716823788e+01 0.000000000000000000e+00 -4.639421246716823788e+01 0.000000000000000000e+00 1.949806028242009504e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.819521579720641158e-02
4.290000000000000000e+02 1.776706977560882478e+03 -4.772393118496311359e+01 0.000000000000000000e+00 -4.772393118496311359e+01 0.000000000000000000e+00 1.937623573161176083e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.835948830379502295e-02
4.300000000000000000e+02 1.782495766200109756e+03 -4.902558809218077585e+01 0.000000000000000000e+00 -4.902558809218077585e+01 0.000000000000000000e+00 1.925152339875285534e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.852475760914590902e-02
4.310000000000000000e+02 1.788547168567255085e+03 -5.029890084393397842e+01 0.000000000000000000e+00 -5.029890084393397842e+01 0.000000000000000000e+00 1.912414638432755964e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.869102572242672844e-02
4.320000000000000000e+02 1.794846305119662475e+03 -5.154343854408681835e+01 0.000000000000000000e+00 -5.154343854408681835e+01 0.000000000000000000e+00 1.899403060771664542e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.885829425609349019e-02
4.330000000000000000e+02 1.801400584858614820e+03 -5.275862173254202503e+01 0.000000000000000000e+00 -5.275862173254202503e+01 0.000000000000000000e+00 1.886125050860565011e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.902656436174256116e-02
4.340000000000000000e+02 1.808187709272839356e+03 -5.394416807184543927e+01 0.000000000000000000e+00 -5.394416807184543927e+01 0.000000000000000000e+00 1.872595476360934441e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.919583665992797311e-02
4.350000000000000000e+02 1.815215101452662111e+03 -5.509949806322973842e+01 0.000000000000000000e+00 -5.509949806322973842e+01 0.000000000000000000e+00 1.858806915210803723e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.936611116976002966e-02
4.360000000000000000e+02 1.822475338132922843e+03 -5.622425501387910884e+01 0.000000000000000000e+00 -5.622425501387910884e+01 0.000000000000000000e+00 1.844774225682784063e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.953738723935590532e-02
4.370000000000000000e+02 1.829961008291537610e+03 -5.731800788458846796e+01 0.000000000000000000e+00 -5.731800788458846796e+01 0.000000000000000000e+00 1.830497404561932484e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.970966347992146483e-02
4.380000000000000000e+02 1.837664714731347431e+03 -5.838032555411623292e+01 0.000000000000000000e+00 -5.838032555411623292e+01 0.000000000000000000e+00 1.815991300450044221e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.988293770579528552e-02
4.390000000000000000e+02 1.845586503637519172e+03 -5.941077679948790546e+01 0.000000000000000000e+00 -5.941077679948790546e+01 0.000000000000000000e+00 1.801255900244510499e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.005720688254818029e-02
4.400000000000000000e+02 1.853711580314191224e+03 -6.040915312653601177e+01 0.000000000000000000e+00 -6.040915312653601177e+01 0.000000000000000000e+00 1.786298614048576283e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.023246708502777935e-02
4.410000000000000000e+02 1.862032594572871858e+03 -6.137509733241991228e+01 0.000000000000000000e+00 -6.137509733241991228e+01 0.000000000000000000e+00 1.771134275014184212e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.040871346687286758e-02
4.420000000000000000e+02 1.870534783906013899e+03 -6.230832633642434359e+01 0.000000000000000000e+00 -6.230832633642434359e+01 0.000000000000000000e+00 1.755762854121543981e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.058594024255590876e-02
4.430000000000000000e+02 1.879218257951083842e+03 -6.320840831024080586e+01 0.000000000000000000e+00 -6.320840831024080586e+01 0.000000000000000000e+00 1.740199173402412214e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.076414068265139995e-02
4.440000000000000000e+02 1.888068284061480426e+03 -6.407513407698016294e+01 0.000000000000000000e+00 -6.407513407698016294e+01 0.000000000000000000e+00 1.724450620708242710e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.094330712251075866e-02
4.450000000000000000e+02 1.897077570923019039e+03 -6.490821995955670332e+01 0.000000000000000000e+00 -6.490821995955670332e+01 0.000000000000000000e+00 1.708517149530403501e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.112343098405333630e-02
4.460000000000000000e+02 1.906238838413000622e+03 -6.570738204762722035e+01 0.000000000000000000e+00 -6.570738204762722035e+01 0.000000000000000000e+00 1.692420992227306087e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.130450280999463569e-02
4.470000000000000000e+02 1.915544815515668461e+03 -6.647263331619124926e+01 0.000000000000000000e+00 -6.647263331619124926e+01 0.000000000000000000e+00 1.676162089759310092e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.148651230923891042e-02
4.480000000000000000e+02 1.925003094717378417e+03 -6.720376362689125926e+01 0.000000000000000000e+00 -6.720376362689125926e+01 0.000000000000000000e+00 1.659755233290652399e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.166944841198150423e-02
4.490000000000000000e+02 1.934598987810173867e+03 -6.790063684910379038e+01 0.000000000000000000e+00 -6.790063684910379038e+01 0.000000000000000000e+00 1.643207779007176939e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.185329933253719770e-02
4.500000000000000000e+02 1.944325236793689328e+03 -6.856319084828369625e+01 0.000000000000000000e+00 -6.856319084828369625e+01 0.000000000000000000e+00 1.626519648005606555e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.203805263778230050e-02
4.510000000000000000e+02 1.954182011409917777e+03 -6.919128890853306757e+01 0.000000000000000000e+00 -6.919128890853306757e+01 0.000000000000000000e+00 1.609713039606947405e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.222369531885169558e-02
4.520000000000000000e+02 1.964169476804074066e+03 -6.978471964528434057e+01 0.000000000000000000e+00 -6.978471964528434057e+01 0.000000000000000000e+00 1.592787847326408901e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.241021386362807594e-02
4.530000000000000000e+02 1.974265501399377172e+03 -7.034334532995201528e+01 0.000000000000000000e+00 -7.034334532995201528e+01 0.000000000000000000e+00 1.575758758990246911e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.259759432753920161e-02
4.540000000000000000e+02 1.984470230065462829e+03 -7.086695354988393092e+01 0.000000000000000000e+00 -7.086695354988393092e+01 0.000000000000000000e+00 1.558633013271782985e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.278582240032441558e-02
4.550000000000000000e+02 1.994768942487954291e+03 -7.135540584705240974e+01 0.000000000000000000e+00 -7.135540584705240974e+01 0.000000000000000000e+00 1.541417841922596033e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.297488346648027147e-02
4.560000000000000000e+02 2.005154337090363015e+03 -7.180848914538886163e+01 0.000000000000000000e+00 -7.180848914538886163e+01 0.000000000000000000e+00 1.524120469812519296e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.316476265743434043e-02
4.570000000000000000e+02 2.015619101987503655e+03 -7.222606431270023108e+01 0.000000000000000000e+00 -7.222606431270023108e+01 0.000000000000000000e+00 1.506748114993019172e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.335544489375141503e-02
4.580000000000000000e+02 2.026148486394019528e+03 -7.260784330550856680e+01 0.000000000000000000e+00 -7.260784330550856680e+01 0.000000000000000000e+00 1.489315417132232788e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.354691491606810433e-02
